ID,MATRICULA,COD_CURSO,CURSO,PERIODO,CODIGO,DISCIPLINA,CREDITOS,DEPARTAMENTO,MEDIA,SITUACAO,PERIODO_INGRESSO,PERIODO_RELATIVO,COD_EVASAO
5411,845683857,14123100,ENGENHARIA ELETRICA,2011.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,0,Reprovado por Falta,2009.1,5,0
5412,845683857,14123100,ENGENHARIA ELETRICA,2011.1,1404141,ELETROMAGNETISMO,4,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2009.1,5,0
5413,845683857,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,9,Aprovado,2009.1,1,0
5414,845683857,14123100,ENGENHARIA ELETRICA,2011.1,1109108,VARIAVEIS COMPLEXAS,4,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.1,5,0
5415,845683857,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2009.1,1,0
5416,845683857,14123100,ENGENHARIA ELETRICA,2011.1,1404142,LAB. ELETROMAGNETISMO,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.7,Aprovado,2009.1,5,0
5417,845683857,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7.1,Aprovado,2009.1,1,0
5418,845683857,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7.8,Aprovado,2009.1,1,0
5419,845683857,14123100,ENGENHARIA ELETRICA,2011.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,0,Reprovado por Falta,2009.1,5,0
5420,608220085,14123100,ENGENHARIA ELETRICA,2009.1,1305036,INSTITUICOES DO DIREITO,3,UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA,0,Reprovado por Falta,2009.1,1,0
5421,608220085,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,5,Aprovado,2009.1,1,0
5422,608220085,14123100,ENGENHARIA ELETRICA,2011.1,1411161,TECNICAS DE PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,0,Reprovado por Falta,2009.1,5,0
5423,608220085,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,0,Reprovado por Falta,2009.1,1,0
5424,608220085,14123100,ENGENHARIA ELETRICA,2009.1,1301014,ADMINISTRACAO,4,UNID. ACAD. DE ADMINISTRACAO E CONTABILIDADE,0,Reprovado por Falta,2009.1,1,0
5425,608220085,14123100,ENGENHARIA ELETRICA,2011.1,1301014,ADMINISTRACAO,4,UNID. ACAD. DE ADMINISTRACAO E CONTABILIDADE,7,Aprovado,2009.1,5,0
5426,370756313,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7.8,Aprovado,2009.1,1,0
5427,370756313,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,8.5,Aprovado,2009.1,1,0
5428,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.5,Aprovado,2009.1,5,0
5429,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.9,Aprovado,2009.1,5,0
5430,370756313,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.4,Aprovado,2009.1,1,0
5431,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.3,Aprovado,2009.1,5,0
5432,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2009.1,5,0
5433,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,5.8,Aprovado,2009.1,5,0
5434,370756313,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,9,Aprovado,2009.1,1,0
5435,370756313,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,5.2,Aprovado,2009.1,1,0
5436,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,9.7,Aprovado,2009.1,5,0
5437,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7.1,Aprovado,2009.1,5,0
5438,370756313,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7,Aprovado,2009.1,1,0
5439,370756313,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,5,Aprovado,2009.1,1,0
5440,370756313,14123100,ENGENHARIA ELETRICA,2011.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.4,Aprovado,2009.1,5,0
5441,133292540,14123100,ENGENHARIA ELETRICA,2011.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,5.9,Aprovado,2009.1,5,0
5442,133292540,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,7.3,Aprovado,2009.1,1,0
5443,133292540,14123100,ENGENHARIA ELETRICA,2011.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2009.1,5,0
5444,133292540,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,9,Aprovado,2009.1,1,0
5445,133292540,14123100,ENGENHARIA ELETRICA,2011.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.1,Aprovado,2009.1,5,0
5446,133292540,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2009.1,1,0
5447,133292540,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7.9,Aprovado,2009.1,1,0
5448,133292540,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,9.6,Aprovado,2009.1,1,0
5449,133292540,14123100,ENGENHARIA ELETRICA,2011.1,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.9,Aprovado,2009.1,5,0
5450,133292540,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.6,Aprovado,2009.1,1,0
5451,133292540,14123100,ENGENHARIA ELETRICA,2011.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.9,Aprovado,2009.1,5,0
5452,133292540,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,8.8,Aprovado,2009.1,1,0
5453,895828768,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7,Aprovado,2009.1,1,0
5454,895828768,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2009.1,1,0
5455,895828768,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,8.8,Aprovado,2009.1,1,0
5456,895828768,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7.6,Aprovado,2009.1,1,0
5457,895828768,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,7.3,Aprovado,2009.1,1,0
5458,895828768,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.7,Aprovado,2009.1,1,0
5459,895828768,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,9.2,Aprovado,2009.1,1,0
5460,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1404139,LAB. CIRCUITOS ELETRICOS I,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2009.1,5,0
5461,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1109108,VARIAVEIS COMPLEXAS,4,UNID. ACAD. DE MATEMATICA,5,Aprovado,2009.1,5,0
5462,420901224,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,5,Aprovado,2009.1,1,0
5463,420901224,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7.7,Aprovado,2009.1,1,0
5464,420901224,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,8.8,Aprovado,2009.1,1,0
5465,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,5.3,Aprovado,2009.1,5,0
5466,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1404142,LAB. ELETROMAGNETISMO,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2009.1,5,0
5467,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,6.2,Aprovado,2009.1,5,0
5468,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1411075,CALCULO NUMERICO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,8,Aprovado,2009.1,5,0
5469,420901224,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,6.1,Aprovado,2009.1,1,0
5470,420901224,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.2,Aprovado,2009.1,1,0
5471,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1404141,ELETROMAGNETISMO,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.1,Aprovado,2009.1,5,0
5472,420901224,14123100,ENGENHARIA ELETRICA,2011.1,1114107,PROBABILIDADE E ESTATISTICA,4,UNID. ACAD. DE ESTATISTICA,5.3,Aprovado,2009.1,5,0
5473,420901224,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,6,Aprovado,2009.1,1,0
5474,420901224,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,6,Aprovado,2009.1,1,0
5475,183437451,14123100,ENGENHARIA ELETRICA,2011.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2009.1,5,0
5476,183437451,14123100,ENGENHARIA ELETRICA,2011.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.2,Aprovado,2009.1,5,0
5477,183437451,14123100,ENGENHARIA ELETRICA,2011.1,1105373,TE(FUNDAMENTOS DO SETOR DE P&G),4,UNID. ACAD. DE ENGENHARIA MECANICA,8.3,Aprovado,2009.1,5,0
5478,183437451,14123100,ENGENHARIA ELETRICA,2011.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.5,Aprovado,2009.1,5,0
5479,183437451,14123100,ENGENHARIA ELETRICA,2011.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,7.9,Aprovado,2009.1,5,0
5480,183437451,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.1,1,0
5481,183437451,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,6,Aprovado,2009.1,1,0
5482,183437451,14123100,ENGENHARIA ELETRICA,2011.1,1114107,PROBABILIDADE E ESTATISTICA,4,UNID. ACAD. DE ESTATISTICA,7.6,Aprovado,2009.1,5,0
5483,183437451,14123100,ENGENHARIA ELETRICA,2011.1,1404372,TE(FONTES REN DE ENERGIA E EFIC ENERG),4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2009.1,5,0
5484,183437451,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2009.1,1,0
5485,183437451,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,5,Aprovado,2009.1,1,0
5486,183437451,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.1,1,0
5487,183437451,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,6.9,Aprovado,2009.1,1,0
5488,183437451,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,5.4,Aprovado,2009.1,1,0
5489,471046134,14123100,ENGENHARIA ELETRICA,2011.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2009.1,5,0
5490,471046134,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,8.8,Aprovado,2009.1,1,0
5491,471046134,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,5.4,Aprovado,2009.1,1,0
5492,471046134,14123100,ENGENHARIA ELETRICA,2011.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.2,Aprovado,2009.1,5,0
5493,471046134,14123100,ENGENHARIA ELETRICA,2011.1,1404137,CIRCUITOS ELETRICOS I,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.5,Aprovado,2009.1,5,0
5494,471046134,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,8.5,Aprovado,2009.1,1,0
5495,471046134,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.1,1,0
5496,471046134,14123100,ENGENHARIA ELETRICA,2011.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,7,Aprovado,2009.1,5,0
5497,471046134,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,6.6,Aprovado,2009.1,1,0
5498,471046134,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,8.3,Aprovado,2009.1,1,0
5499,471046134,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.1,1,0
5500,471046134,14123100,ENGENHARIA ELETRICA,2011.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,8.5,Aprovado,2009.1,5,0
5501,233582362,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.3,Aprovado,2009.1,1,1
5502,233582362,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,3.8,Reprovado,2009.1,1,1
5503,233582362,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,2.7,Reprovado,2009.1,1,1
5504,233582362,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,2.3,Reprovado,2009.1,1,1
5505,233582362,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,0,Reprovado por Falta,2009.1,1,1
5506,233582362,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,3.1,Reprovado,2009.1,1,1
5507,233582362,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2009.1,1,1
5508,996118590,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,5.4,Aprovado,2009.1,1,0
5509,996118590,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,7.9,Aprovado,2009.1,1,0
5510,996118590,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,8.3,Aprovado,2009.1,1,0
5511,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8,Aprovado,2009.1,5,0
5512,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8,Aprovado,2009.1,5,0
5513,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,9.3,Aprovado,2009.1,5,0
5514,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1404147,LAB. DISPOSITIVOS ELETRONICOS,1,UNID. ACAD. DE ENGENHARIA ELETRICA,8.3,Aprovado,2009.1,5,0
5515,996118590,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2009.1,1,0
5516,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.3,Aprovado,2009.1,5,0
5517,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,NA,Trancado,2009.1,5,0
5518,996118590,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7.6,Aprovado,2009.1,1,0
5519,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1404143,ONDAS E LINHAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,8.4,Aprovado,2009.1,5,0
5520,996118590,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,10,Aprovado,2009.1,1,0
5521,996118590,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,8.8,Aprovado,2009.1,1,0
5522,996118590,14123100,ENGENHARIA ELETRICA,2011.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7,Aprovado,2009.1,5,0
5523,283727273,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,0,Reprovado por Falta,2009.1,1,1
5524,283727273,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,0,Reprovado por Falta,2009.1,1,1
5525,283727273,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,0,Reprovado por Falta,2009.1,1,1
5526,283727273,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,0,Reprovado por Falta,2009.1,1,1
5527,283727273,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,0,Reprovado por Falta,2009.1,1,1
5528,283727273,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,0,Reprovado por Falta,2009.1,1,1
5529,283727273,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,0,Reprovado por Falta,2009.1,1,1
5530,46263501,14123100,ENGENHARIA ELETRICA,2011.1,1109106,EQUACOES DIFERENCIAIS,4,UNID. ACAD. DE MATEMATICA,8.3,Aprovado,2009.1,5,0
5531,46263501,14123100,ENGENHARIA ELETRICA,2011.1,1108084,LAB. DE OPTICA ELETRICIDADE E MAGNETISMO,4,UNID. ACAD. DE FISICA,9.8,Aprovado,2009.1,5,0
5532,46263501,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,8.9,Aprovado,2009.1,1,0
5533,46263501,14123100,ENGENHARIA ELETRICA,2011.1,1108098,MECANICA GERAL I,4,UNID. ACAD. DE FISICA,8.4,Aprovado,2009.1,5,0
5534,46263501,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.5,Aprovado,2009.1,1,0
5535,46263501,14123100,ENGENHARIA ELETRICA,2011.1,1109105,CALCULO DIFERENCIAL E INTEGRAL III,5,UNID. ACAD. DE MATEMATICA,7,Aprovado,2009.1,5,0
5536,46263501,14123100,ENGENHARIA ELETRICA,2009.1,1108030,FISICA GERAL I,4,UNID. ACAD. DE FISICA,7.1,Aprovado,2009.1,1,0
5537,46263501,14123100,ENGENHARIA ELETRICA,2009.1,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALITICA,4,UNID. ACAD. DE MATEMATICA,6.3,Aprovado,2009.1,1,0
5538,46263501,14123100,ENGENHARIA ELETRICA,2011.1,1114107,PROBABILIDADE E ESTATISTICA,4,UNID. ACAD. DE ESTATISTICA,7.5,Aprovado,2009.1,5,0
5539,46263501,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,5.2,Aprovado,2009.1,1,0
5540,46263501,14123100,ENGENHARIA ELETRICA,2009.1,1109103,CALCULO DIFERENCIAL E INTEGRAL I,4,UNID. ACAD. DE MATEMATICA,7.2,Aprovado,2009.1,1,0
5541,46263501,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,8.2,Aprovado,2009.1,1,0
5542,46263501,14123100,ENGENHARIA ELETRICA,2011.1,1108083,ELETRICIDADE E MAGNETISMO,4,UNID. ACAD. DE FISICA,8.2,Aprovado,2009.1,5,0
5543,808799728,14123100,ENGENHARIA ELETRICA,2011.1,1108029,MECANICA GERAL II,4,UNID. ACAD. DE FISICA,7,Aprovado,2009.1,5,0
5544,808799728,14123100,ENGENHARIA ELETRICA,2011.1,1404144,DISPOSITIVOS ELETRONICOS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7,Aprovado,2009.1,5,0
5545,808799728,14123100,ENGENHARIA ELETRICA,2011.1,1114109,PROCESSOS ESTOCASTICOS,4,UNID. ACAD. DE ESTATISTICA,7,Aprovado,2009.1,5,0
5546,808799728,14123100,ENGENHARIA ELETRICA,2011.1,1404140,LAB. CIRCUITOS ELETRICOS II,1,UNID. ACAD. DE ENGENHARIA ELETRICA,7.2,Aprovado,2009.1,5,0
5547,808799728,14123100,ENGENHARIA ELETRICA,2011.1,1404160,ANALISE DE SINAIS E SISTEMAS,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.4,Aprovado,2009.1,5,0
5548,808799728,14123100,ENGENHARIA ELETRICA,2009.1,1503038,CIENCIAS DO AMBIENTE,3,UNID. ACAD. DE ENGENHARIA CIVIL,8,Aprovado,2009.1,1,0
5549,808799728,14123100,ENGENHARIA ELETRICA,2011.1,1404138,CIRCUITOS ELETRICOS II,4,UNID. ACAD. DE ENGENHARIA ELETRICA,7.8,Aprovado,2009.1,5,0
5550,808799728,14123100,ENGENHARIA ELETRICA,2009.1,1113004,EXPRESSAO GRAFICA,4,UNID. ACAD. DE ENGENHARIA DE PRODUCAO,7.9,Aprovado,2009.1,1,0
5551,808799728,14123100,ENGENHARIA ELETRICA,2009.1,1411160,INTRODUCAO A PROGRAMACAO,4,UNID. ACAD. DE SISTEMAS E COMPUTACAO,8.9,Aprovado,2009.1,1,0
5552,808799728,14123100,ENGENHARIA ELETRICA,2009.1,1404132,INTRODUCAO A ENGENHARIA ELETRICA,2,UNID. ACAD. DE ENGENHARIA ELETRICA,8.7,Aprovado,2009.1,1,0
